District,District_ID,District_Ward,geometry,Area,Region,Population,Constituency,centroid,ward_immigrant,ward_localists,Winning_Perspective
Pebble Palace,70,Ward 12,"POLYGON ((3353.5 157, 3353.5 162.5, 3348 162.5, 3348 168, 3353.5 168, 3361.75 168, 3370 168, 3370 162.5, 3364.5 162.5, 3364.5 159.75, 3361.75 159.75, 3361.75 157, 3359 157, 3353.5 157))",2.710992,Highland,29372,The Palace,"(3358.820652173913, 163.6358695652174)",,,Vote: Left_MR
Pebble Palace,71,Ward 14,"POLYGON ((3337 146, 3337 151.5, 3337 154.25, 3337 157, 3337 162.5, 3342.5 162.5, 3348 162.5, 3353.5 162.5, 3353.5 157, 3348 157, 3348 151.5, 3348 146, 3337 146))",3.300338,Highland,27263,The Palace,"(3343.6785714285716, 155.03571428571428)",,,Vote: Left_MR
Pebble Palace,72,Ward 74,"POLYGON ((3316.38 -63, 3316.38 -58.88, 3316.38 -57.5, 3316.38 -56.12, 3316.38 -54.75, 3316.38 -53.38, 3316.38 -52, 3316.38 -50.62, 3316.38 -47.88, 3315 -47.88, 3315 -46.5, 3320.5 -46.5, 3323.25 -46.5, 3326 -46.5, 3326 -52, 3326 -74, 3304 -74, 3304 -63, 3310.88 -63, 3316.38 -63))",6.275463,Highland,21837,Pebble Town,"(3317.443538694161, -62.97856352065302)",,,Head to Head
Pebble Palace,73,Ward 43,"POLYGON ((3315 126.75, 3315 129.5, 3315 132.25, 3312.25 132.25, 3309.5 132.25, 3304 132.25, 3304 135, 3304 140.5, 3304 146, 3315 146, 3326 146, 3326 124, 3320.5 124, 3315 124, 3315 126.75))",6.129199,Highland,21088,The Palace,"(3316.269230769231, 136.58653846153845)",,,Head to Head
Pebble Palace,74,Ward 48,"POLYGON ((3281 88.25, 3281 93.75, 3281 102, 3281 107.5, 3283.88 107.5, 3286.75 107.5, 3292.5 107.5, 3298.25 107.5, 3304 107.5, 3304 102, 3304 93.75, 3298.25 93.75, 3298.25 96.5, 3292.5 96.5, 3289.62 96.5, 3289.62 93.75, 3286.75 93.75, 3286.75 88.25, 3281 88.25))",5.052089,Highland,26094,Pebble Town,"(3291.5534355646055, 100.08862518028337)",,,Head to Head
Pebble Palace,75,Ward 80,"POLYGON ((3304 -54.75, 3309.5 -54.75, 3312.25 -54.75, 3312.25 -53.38, 3313.62 -53.38, 3316.38 -53.38, 3316.38 -54.75, 3316.38 -56.12, 3316.38 -57.5, 3316.38 -58.88, 3316.38 -63, 3310.88 -63, 3304 -63, 3304 -60.25, 3304 -54.75))",1.680065,Highland,25347,Pebble Town,"(3310.4065227876367, -58.62252130702243)",Medium Density Immigrants,,Vote: Left_MR
Pebble Palace,76,Ward 71,"POLYGON ((3281 -19, 3283.88 -19, 3289.62 -19, 3292.5 -19, 3292.5 -14.88, 3295.38 -14.88, 3295.38 -19, 3295.38 -24.5, 3295.38 -27.25, 3295.38 -30, 3289.62 -30, 3281 -30, 3281 -27.25, 3281 -19))",2.650332,Highland,21502,Pebble Town,"(3288.5912288468508, -23.972471290053942)",High Density Immigrants,,Vote_MR
Pebble Palace,77,Ward 72,"POLYGON ((3286.75 -45.12, 3281 -45.12, 3281 -30, 3289.62 -30, 3295.38 -30, 3295.38 -32.75, 3301.12 -32.75, 3304 -32.75, 3304 -35.5, 3304 -43.75, 3298.25 -43.75, 3295.38 -43.75, 3292.5 -43.75, 3289.62 -43.75, 3289.62 -45.12, 3286.75 -45.12))",4.743671,Highland,27028,Pebble Town,"(3291.661015789486, -37.596713121282285)",High Density Immigrants,,Vote: Left_MR
Pebble Palace,78,Ward 47,"POLYGON ((3304 124, 3304 107.5, 3298.25 107.5, 3292.5 107.5, 3286.75 107.5, 3283.88 107.5, 3281 107.5, 3281 114.38, 3281 118.5, 3281 124, 3286.75 124, 3292.5 124, 3298.25 124, 3304 124))",5.91489,Highland,23300,Pebble Town,"(3292.5, 115.75)",,,Head to Head
Pebble Palace,79,Ward 15,"POLYGON ((3315 156.93, 3315 162.46, 3320.5 162.48, 3326 162.5, 3331.5 162.5, 3334.25 162.5, 3337 162.5, 3337 157, 3337 154.25, 3337 151.5, 3337 146, 3326 146, 3315 146, 3304 146, 3304 156.85, 3315 156.93))",7.521339,Highland,29549,The Palace,"(3321.909163437429, 153.54995631031076)",,,Vote: Left_MR
Pebble Palace,80,Ward 73,"POLYGON ((3304 -52, 3298.25 -52, 3292.5 -52, 3286.75 -52, 3281 -52, 3281 -45.12, 3286.75 -45.12, 3289.62 -45.12, 3289.62 -43.75, 3292.5 -43.75, 3295.38 -43.75, 3298.25 -43.75, 3304 -43.75, 3304 -46.5, 3304 -52))",2.773386,Highland,22592,Pebble Town,"(3292.977179384581, -48.1033027931793)",Medium Density Immigrants,,Vote: Left_MR
Pebble Palace,81,Ward 11,"POLYGON ((3348 162.5, 3342.5 162.5, 3337 162.5, 3334.25 162.5, 3331.5 162.5, 3326 162.5, 3320.5 162.48, 3315 162.46, 3315 156.93, 3304 156.85, 3304 168, 3326 168, 3326 180.5, 3348 180.5, 3348 174.25, 3353.5 174.25, 3353.5 171.12, 3361.75 171.12, 3370 171.12, 3370 168, 3361.75 168, 3353.5 168, 3348 168, 3348 162.5))",10.361347,Highland,28050,The Palace,"(3333.063270455861, 169.09398265353965)",,,Vote: Left_MR
Pebble Palace,82,Ward 46,"POLYGON ((3281 135, 3281 146, 3304 146, 3304 140.5, 3304 135, 3304 132.25, 3304 126.75, 3304 124, 3298.25 124, 3292.5 124, 3286.75 124, 3281 124, 3281 126.75, 3281 129.5, 3281 135))",7.88652,Highland,27743,Pebble Town,"(3292.5, 135.0)",,,Head to Head
Pebble Palace,83,Ward 10,"POLYGON ((3281 146, 3281 168, 3281 193, 3281 218, 3348 218, 3370 218, 3392 218, 3392 193, 3392 146, 3370 146, 3370 154.25, 3370 162.5, 3370 168, 3370 171.12, 3361.75 171.12, 3353.5 171.12, 3353.5 174.25, 3348 174.25, 3348 180.5, 3326 180.5, 3326 168, 3304 168, 3304 156.85, 3304 146, 3281 146))",96.30822,Highland,29376,The Palace,"(3336.070617981938, 188.38364843760746)",,,Vote: Left_MR
Readington,1,Ward 18,"POLYGON ((2439.68 1361.41, 2436.34 1362.5, 2435.4 1363.18, 2431.21 1364.02, 2432.11 1368.31, 2433.43 1371.45, 2435.38 1371.37, 2435.79 1372.98, 2436.45 1374.43, 2438.14 1376.66, 2440.36 1378, 2445.7 1378, 2450.86 1378, 2454.26 1378, 2456.52 1378, 2457.66 1374.95, 2456.94 1371.14, 2454.71 1369.53, 2452.97 1369.53, 2449.79 1367.33, 2449.74 1366.25, 2447.56 1366.16, 2445.78 1365.42, 2443.54 1364.56, 2444.11 1361.93, 2439.97 1362.75, 2439.68 1361.41))",4.447907,Lowland,19411,Upper Eastland and Readington,"(2444.082479262893, 1370.8351327139917)",,,Vote: Left_R
Readington,2,Ward 16,"POLYGON ((2446 1345, 2446 1351.58, 2444.7 1350.17, 2443.29 1349.26, 2441.15 1350.21, 2439.45 1352.9, 2438.33 1356, 2439.68 1361.41, 2439.97 1362.75, 2444.11 1361.93, 2444.36 1360.64, 2446.1 1361.45, 2447.44 1360.95, 2448.06 1359.79, 2450.7 1360.69, 2451.41 1362.13, 2453.71 1362.64, 2454.5 1361.76, 2455.28 1360.89, 2455.68 1359.94, 2457.06 1358.94, 2461.18 1358.24, 2463.81 1357.37, 2465.64 1356.23, 2468 1356, 2465.47 1353.24, 2463.05 1351.96, 2462.06 1350.25, 2458.15 1350.03, 2457.8 1348.99, 2453.8 1348.5, 2450.61 1347.28, 2448.11 1346.73, 2447.38 1345, 2446 1345))",4.579298,Lowland,22268,Upper Eastland and Readington,"(2451.0097240115615, 1354.7776690241012)",,,Vote: Left_R
Readington,3,Ward 14,"POLYGON ((2422.43 1341.68, 2423.76 1342.51, 2420.4 1343.57, 2420.22 1345.95, 2422.31 1348.6, 2422.7 1350.29, 2425.2 1350.82, 2424.84 1352.51, 2424.74 1353.2, 2425.47 1356, 2428.5 1359.54, 2431.21 1364.02, 2435.4 1363.18, 2436.34 1362.5, 2439.68 1361.41, 2438.33 1356, 2439.45 1352.9, 2441.15 1350.21, 2443.29 1349.26, 2444.7 1350.17, 2446 1351.58, 2446 1345, 2437.99 1345, 2435 1345, 2433.17 1345.41, 2431.7 1343.31, 2429.01 1342.21, 2426.82 1340.47, 2424.39 1341.34, 2422.43 1341.68))",5.011003,Lowland,23359,Upper Eastland and Readington,"(2432.4266578503584, 1351.2953589204817)",,,Vote: Left_R
Readington,4,Ward 9,"POLYGON ((2454.39 1341.61, 2452.15 1340.71, 2451.51 1342.81, 2451.29 1343.89, 2449.61 1343.3, 2446.76 1343.35, 2447.38 1345, 2448.11 1346.73, 2450.61 1347.28, 2453.8 1348.5, 2457.8 1348.99, 2458.15 1350.03, 2462.06 1350.25, 2462.35 1348.82, 2464.42 1348.82, 2464.45 1346.62, 2466.54 1347.07, 2467.57 1345.03, 2465.78 1344.92, 2466.4 1343.06, 2461.17 1341.59, 2457.92 1339.97, 2457 1339.5, 2455.85 1338.85, 2454.39 1341.61))",2.011405,Lowland,22805,Upper Eastland and Readington,"(2457.5364446038125, 1345.0123885607916)",,,Head to Head
Readington,5,Ward 19,"POLYGON ((2461.18 1358.24, 2457.06 1358.94, 2455.68 1359.94, 2455.28 1360.89, 2454.5 1361.76, 2453.71 1362.64, 2451.41 1362.13, 2450.7 1360.69, 2448.06 1359.79, 2447.44 1360.95, 2446.1 1361.45, 2444.36 1360.64, 2444.11 1361.93, 2443.54 1364.56, 2445.78 1365.42, 2447.56 1366.16, 2449.74 1366.25, 2449.79 1367.33, 2452.97 1369.53, 2454.71 1369.53, 2456.94 1371.14, 2457.66 1374.95, 2459.23 1377.08, 2460.11 1376.44, 2460.93 1372.83, 2460.8 1369.93, 2462.85 1369.79, 2464.29 1368.99, 2464.95 1368.63, 2466.13 1367.97, 2468 1367.97, 2468 1378, 2469.78 1378.06, 2471.79 1378.1, 2474.99 1378.96, 2477.68 1379.92, 2480.05 1379.57, 2484.8 1382.39, 2486.38 1379.82, 2491.2 1377.45, 2493.07 1376.08, 2495.45 1374.67, 2498.54 1379.75, 2500.19 1377.1, 2503.73 1372.9, 2504.39 1370.25, 2501.63 1365.94, 2505.4 1360.54, 2499.85 1359.34, 2495.71 1357.01, 2490 1356, 2487.13 1356, 2483.36 1356, 2478.52 1356, 2469.47 1356, 2468 1356, 2465.64 1356.23, 2463.81 1357.37, 2461.18 1358.24))",15.663264,Lowland,22129,Upper Eastland and Readington,"(2478.530998260173, 1366.8992599740682)",,,Vote: Left_R
Readington,6,Ward 15,"POLYGON ((2380 1387, 2389.62 1387, 2407.5 1387, 2414.38 1387, 2424 1387, 2434.02 1387, 2440.36 1387, 2442.53 1385.1, 2442.98 1383.04, 2442.22 1381.06, 2440.36 1378, 2438.14 1376.66, 2436.45 1374.43, 2435.79 1372.98, 2435.38 1371.37, 2433.43 1371.45, 2432.11 1368.31, 2431.21 1364.02, 2426.93 1367.68, 2424 1368.19, 2421.86 1366.16, 2420.56 1366.31, 2418.62 1366.67, 2414.88 1367.18, 2412.37 1368.52, 2409.62 1368.92, 2405.79 1369.88, 2404.36 1370.62, 2402.71 1370.95, 2401.44 1371.34, 2397.8 1372.03, 2396.07 1372.98, 2394.44 1372.83, 2392.07 1369.17, 2392.07 1368.41, 2393.28 1365.78, 2393.91 1364.62, 2394.54 1363.47, 2397.4 1356.4, 2395.12 1356, 2391 1356, 2388.25 1356, 2380 1356, 2380 1360.72, 2380 1367.33, 2380 1387))",19.637453,Lowland,20678,Upper Eastland and Readington,"(2406.9792687026916, 1375.6799142146374)",,,Head to Head
Readington,7,Ward 13,"POLYGON ((2407.26 1348.46, 2407.5 1350.14, 2408.66 1350.81, 2407.26 1351.82, 2405.78 1353.79, 2403.77 1352.35, 2402 1350.7, 2400.14 1349.44, 2398.27 1349.89, 2395.68 1350.9, 2395.17 1353.16, 2395.12 1356, 2397.4 1356.4, 2394.54 1363.47, 2393.91 1364.62, 2393.28 1365.78, 2392.07 1368.41, 2392.07 1369.17, 2394.44 1372.83, 2396.07 1372.98, 2397.8 1372.03, 2401.44 1371.34, 2402.71 1370.95, 2404.36 1370.62, 2405.79 1369.88, 2409.62 1368.92, 2412.37 1368.52, 2414.88 1367.18, 2418.62 1366.67, 2420.56 1366.31, 2421.86 1366.16, 2424 1368.19, 2426.93 1367.68, 2431.21 1364.02, 2428.5 1359.54, 2425.47 1356, 2424.74 1353.2, 2424.84 1352.51, 2425.2 1350.82, 2422.7 1350.29, 2422.31 1348.6, 2420.22 1345.95, 2419.1 1345.43, 2417.36 1345.26, 2416.15 1345.34, 2414.72 1344.2, 2412.35 1343.23, 2411.38 1344.14, 2407.65 1346.44, 2410 1348.61, 2407.26 1348.46))",10.583034,Lowland,22984,Upper Eastland and Readington,"(2410.7076741377805, 1359.0986907545816)",,,Head to Head
Readington,8,Ward 10,"POLYGON ((2434.19 1330.6, 2432.7 1332.44, 2430.03 1332.44, 2427.77 1333.05, 2428.39 1334, 2430.64 1337.43, 2428.49 1338.26, 2431.7 1343.31, 2433.17 1345.41, 2435 1345, 2437.99 1345, 2446 1345, 2447.38 1345, 2446.76 1343.35, 2449.61 1343.3, 2451.29 1343.89, 2451.51 1342.81, 2452.15 1340.71, 2452.59 1338, 2451.88 1336.15, 2450.55 1336.06, 2449.23 1336.54, 2448.29 1335.78, 2447.24 1335.06, 2446.34 1334.63, 2445.15 1333.94, 2443.89 1333.87, 2438.82 1330.72, 2436.13 1329.99, 2435 1328.5, 2434.69 1328.61, 2434.19 1330.6))",4.062385,Lowland,23043,Upper Eastland and Readington,"(2439.7609470447005, 1338.374579634629)",,,Head to Head
Readington,9,Ward 8,"POLYGON ((2467.57 1345.03, 2466.54 1347.07, 2464.45 1346.62, 2464.42 1348.82, 2462.35 1348.82, 2462.06 1350.25, 2463.05 1351.96, 2465.47 1353.24, 2468 1356, 2469.47 1356, 2478.52 1356, 2483.36 1356, 2487.13 1356, 2489.2 1352.61, 2489.54 1351.24, 2488.04 1341.83, 2487.33 1338.92, 2482.34 1339.75, 2480.16 1339.54, 2475.86 1339.26, 2478.48 1343.14, 2474.71 1343.47, 2468.74 1341.59, 2467.57 1345.03))",5.373113,Lowland,24902,Upper Eastland and Readington,"(2477.511867811028, 1348.5964190270597)",,,Head to Head
Readington,10,Ward 7,"POLYGON ((2448.89 1325.95, 2448.22 1326.17, 2447.83 1325.75, 2446.33 1327.06, 2444.33 1328.53, 2442.7 1327.09, 2440.56 1329.8, 2439.44 1329.32, 2438.82 1330.72, 2443.89 1333.87, 2445.15 1333.94, 2446.34 1334.63, 2447.24 1335.06, 2448.29 1335.78, 2449.23 1336.54, 2450.55 1336.06, 2451.88 1336.15, 2452.59 1338, 2452.15 1340.71, 2454.39 1341.61, 2455.85 1338.85, 2456.41 1337.35, 2456.15 1336.46, 2455.36 1336.02, 2456.54 1335.22, 2457 1334, 2457 1331.39, 2457 1326.82, 2453.72 1327.53, 2455.68 1324.41, 2456.38 1323, 2454.52 1323, 2450.96 1323, 2450.53 1323.95, 2448.89 1325.95))",2.629694,Lowland,22695,Upper Eastland and Readington,"(2450.364823586345, 1331.1251493641241)",,,Head to Head
Readington,11,Ward 6,"POLYGON ((2460.21 1325.26, 2458.78 1326.28, 2458.72 1327.16, 2457.75 1326.57, 2457 1326.82, 2457 1331.39, 2457 1334, 2456.54 1335.22, 2455.36 1336.02, 2456.15 1336.46, 2456.41 1337.35, 2455.85 1338.85, 2457 1339.5, 2457.92 1339.97, 2461.17 1341.59, 2466.4 1343.06, 2465.78 1344.92, 2467.57 1345.03, 2468.74 1341.59, 2474.71 1343.47, 2478.48 1343.14, 2475.86 1339.26, 2472.41 1334, 2468.48 1328.15, 2468 1328.28, 2468 1327.42, 2467.16 1326.31, 2465.26 1323.22, 2465.09 1322.94, 2464.16 1321.48, 2463.6 1321.71, 2461.89 1322.97, 2462.52 1324.24, 2463.15 1325.87, 2460.21 1325.26))",4.23921,Lowland,22689,Upper Eastland and Readington,"(2465.324268663641, 1334.7346610466893)",,,Head to Head
Readington,12,Ward 11,"POLYGON ((2413.29 1317.82, 2411.57 1320.04, 2408.49 1323.07, 2407.22 1325.85, 2410.31 1329.39, 2414.48 1331.25, 2417.48 1334, 2415.41 1337.53, 2415.78 1338.43, 2420.05 1341.47, 2422.43 1341.68, 2424.39 1341.34, 2426.82 1340.47, 2429.01 1342.21, 2431.7 1343.31, 2428.49 1338.26, 2430.64 1337.43, 2428.39 1334, 2427.77 1333.05, 2430.03 1332.44, 2432.7 1332.44, 2434.19 1330.6, 2434.69 1328.61, 2432.92 1326.48, 2428.3 1325.17, 2427.69 1320.69, 2424 1321.71, 2419.5 1318.55, 2417.69 1316.95, 2416 1317.23, 2413.29 1317.82))",6.044777,Lowland,20876,Upper Eastland and Readington,"(2421.0890555219853, 1329.2478459211466)",,,Head to Head
Readington,13,Ward 12,"POLYGON ((2401.77 1327.73, 2399.57 1330.12, 2396.44 1332.61, 2392.16 1336.89, 2389.98 1339.85, 2388.77 1339.77, 2388.81 1340.76, 2389.85 1342.62, 2388.78 1343.41, 2388.87 1344.85, 2386.72 1346.99, 2386.9 1349.14, 2390.1 1350.86, 2391 1356, 2395.12 1356, 2395.17 1353.16, 2395.68 1350.9, 2398.27 1349.89, 2400.14 1349.44, 2402 1350.7, 2403.77 1352.35, 2405.78 1353.79, 2407.26 1351.82, 2408.66 1350.81, 2407.5 1350.14, 2407.26 1348.46, 2410 1348.61, 2407.65 1346.44, 2411.38 1344.14, 2412.35 1343.23, 2414.72 1344.2, 2416.15 1345.34, 2417.36 1345.26, 2419.1 1345.43, 2420.22 1345.95, 2420.4 1343.57, 2423.76 1342.51, 2422.43 1341.68, 2420.05 1341.47, 2415.78 1338.43, 2415.41 1337.53, 2417.48 1334, 2414.48 1331.25, 2410.31 1329.39, 2407.22 1325.85, 2403.68 1322.56, 2402.01 1324.33, 2401.1 1324.99, 2401.77 1327.73))",8.814485,Lowland,21479,Upper Eastland and Readington,"(2402.9478987990633, 1340.3322218385165)",,,Head to Head
Readington,14,Ward 4,"POLYGON ((2441.93 1312, 2438.16 1312.74, 2432.28 1315, 2429.78 1316.86, 2428.44 1318.68, 2427.69 1320.69, 2428.3 1325.17, 2432.92 1326.48, 2434.69 1328.61, 2435 1328.5, 2436.13 1329.99, 2438.82 1330.72, 2439.44 1329.32, 2440.56 1329.8, 2442.7 1327.09, 2444.33 1328.53, 2446.33 1327.06, 2447.83 1325.75, 2448.22 1326.17, 2448.89 1325.95, 2450.53 1323.95, 2450.96 1323, 2451.27 1322.04, 2450.84 1319.86, 2449.75 1319.85, 2446 1319.85, 2444.97 1318.83, 2443.69 1318.77, 2445.08 1315.1, 2443.81 1314.65, 2442.1 1312.9, 2441.93 1312))",4.171104,Lowland,23290,Upper Eastland and Readington,"(2438.71997412735, 1321.440020986342)",,,Head to Head
Readington,15,Ward 5,"POLYGON ((2448.89 1316.49, 2446 1315.69, 2445.08 1315.1, 2443.69 1318.77, 2444.97 1318.83, 2446 1319.85, 2449.75 1319.85, 2450.84 1319.86, 2451.27 1322.04, 2450.96 1323, 2454.52 1323, 2456.38 1323, 2455.68 1324.41, 2453.72 1327.53, 2457 1326.82, 2457.75 1326.57, 2458.72 1327.16, 2458.78 1326.28, 2460.21 1325.26, 2463.15 1325.87, 2462.52 1324.24, 2461.89 1322.97, 2463.6 1321.71, 2464.16 1321.48, 2463.15 1319.93, 2461.11 1316.75, 2460.62 1313.42, 2458.53 1312.73, 2458.7 1312, 2450.92 1312, 2450.98 1313.65, 2450.92 1316.98, 2448.89 1316.49))",2.573223,Lowland,21855,Upper Eastland and Readington,"(2455.4383807934855, 1318.9037608870847)",,,Head to Head
Readington,16,Ward 3,"POLYGON ((2424 1321.71, 2427.69 1320.69, 2428.44 1318.68, 2429.78 1316.86, 2432.28 1315, 2438.16 1312.74, 2441.93 1312, 2442.1 1312.9, 2443.81 1314.65, 2445.08 1315.1, 2446 1315.69, 2448.89 1316.49, 2450.92 1316.98, 2450.98 1313.65, 2450.92 1312, 2458.7 1312, 2457.96 1308.29, 2458.62 1304.35, 2459.36 1300.57, 2446 1301, 2446 1290, 2380 1290, 2380 1356, 2388.25 1356, 2391 1356, 2390.1 1350.86, 2386.9 1349.14, 2386.72 1346.99, 2388.87 1344.85, 2388.78 1343.41, 2389.85 1342.62, 2388.81 1340.76, 2388.77 1339.77, 2389.98 1339.85, 2392.16 1336.89, 2396.44 1332.61, 2399.57 1330.12, 2401.77 1327.73, 2401.1 1324.99, 2402.01 1324.33, 2403.68 1322.56, 2407.22 1325.85, 2408.49 1323.07, 2411.57 1320.04, 2413.29 1317.82, 2416 1317.23, 2417.69 1316.95, 2419.5 1318.55, 2424 1321.71))",39.926249,Lowland,21580,Upper Eastland and Readington,"(2409.5026309672885, 1310.5744209629067)",,,Head to Head
Readington,17,Ward 17,"POLYGON ((2503.73 1372.9, 2500.19 1377.1, 2498.54 1379.75, 2495.45 1374.67, 2493.07 1376.08, 2491.2 1377.45, 2486.38 1379.82, 2484.8 1382.39, 2480.05 1379.57, 2477.68 1379.92, 2474.99 1378.96, 2471.79 1378.1, 2469.78 1378.06, 2468 1378, 2468 1367.97, 2466.13 1367.97, 2464.95 1368.63, 2464.29 1368.99, 2462.85 1369.79, 2460.8 1369.93, 2460.93 1372.83, 2460.11 1376.44, 2459.23 1377.08, 2457.66 1374.95, 2456.52 1378, 2454.26 1378, 2450.86 1378, 2445.7 1378, 2440.36 1378, 2442.22 1381.06, 2442.98 1383.04, 2442.53 1385.1, 2440.36 1387, 2434.02 1387, 2424 1387, 2414.38 1387, 2407.5 1387, 2389.62 1387, 2380 1387, 2312 1387, 2312 1537, 2576 1537, 2576 1387, 2512 1387, 2512 1356, 2506.5 1356, 2505.4 1360.54, 2501.63 1365.94, 2504.39 1370.25, 2503.73 1372.9))",630.731689,Lowland,21026,Upper Eastland and Readington,"(2444.824640514539, 1460.2138409914382)",,,Vote: Left_R
Readington,18,Ward 2,"POLYGON ((2458.62 1304.35, 2457.96 1308.29, 2458.7 1312, 2458.53 1312.73, 2460.62 1313.42, 2461.11 1316.75, 2463.15 1319.93, 2464.16 1321.48, 2465.09 1322.94, 2465.26 1323.22, 2467.16 1326.31, 2468 1327.42, 2468 1328.28, 2468.48 1328.15, 2472.41 1334, 2475.86 1339.26, 2480.16 1339.54, 2482.34 1339.75, 2487.33 1338.92, 2488.04 1341.83, 2489.54 1351.24, 2489.2 1352.61, 2487.13 1356, 2490 1356, 2495.71 1357.01, 2499.85 1359.34, 2505.4 1360.54, 2506.5 1356, 2512 1356, 2512 1387, 2576 1387, 2576 1290, 2512 1290, 2490 1290, 2458.7 1290, 2446 1290, 2446 1301, 2459.36 1300.57, 2458.62 1304.35))",143.027965,Lowland,24277,Upper Eastland and Readington,"(2525.7452825480123, 1331.6872556460714)",,,Head to Head
Readington,19,Ward 1,"POLYGON ((2404 1214, 2312 1214, 2312 1290, 2312 1387, 2380 1387, 2380 1367.33, 2380 1360.72, 2380 1356, 2380 1290, 2446 1290, 2458.7 1290, 2490 1290, 2512 1290, 2576 1290, 2576 1214, 2494.4 1214, 2446 1214, 2404 1214))",415.523043,Lowland,17881,Upper Eastland and Readington,"(2419.7536384096024, 1273.4011252813202)",,Medium Density Localists,Vote_R
Slothwood,1,Ward 32,"POLYGON ((3320.5 -283.5, 3317.75 -283.5, 3304 -283.5, 3304 -272, 3319.12 -272, 3323.25 -272, 3326 -272, 3326 -274.88, 3326 -277.75, 3328.75 -277.75, 3328.75 -280.62, 3328.75 -283.5, 3326 -283.5, 3323.25 -283.5, 3321.88 -283.5, 3320.5 -283.5))",4.189715,Highland,25418,Slothwood Corner,"(3315.7279411764707, -277.91911764705884)",Medium Density Immigrants,,Vote: MR_R
Slothwood,2,Ward 35,"POLYGON ((3320.5 -263.75, 3320.5 -266.5, 3323.25 -266.5, 3323.25 -269.25, 3323.25 -272, 3319.12 -272, 3304 -272, 3304 -252.75, 3304 -250, 3315 -250, 3315 -252.75, 3320.5 -252.75, 3320.5 -255.5, 3320.5 -258.25, 3320.5 -261, 3320.5 -263.75))",5.657722,Highland,25651,Slothwood Corner,"(3312.421875, -261.7447916666667)",High Density Immigrants,,Vote_MR
Slothwood,3,Ward 34,"POLYGON ((3328.75 -261, 3331.5 -261, 3331.5 -263.75, 3331.5 -266.5, 3328.75 -266.5, 3326 -266.5, 3323.25 -266.5, 3320.5 -266.5, 3320.5 -263.75, 3320.5 -261, 3320.5 -258.25, 3320.5 -255.5, 3320.5 -252.75, 3315 -252.75, 3315 -250, 3326 -250, 3326 -255.5, 3326 -258.25, 3326 -261, 3328.75 -261))",2.121643,Highland,24385,Slothwood Corner,"(3323.8611111111113, -258.7083333333333)",High Density Immigrants,,Vote_MR
Slothwood,4,Ward 33,"POLYGON ((3323.25 -272, 3323.25 -269.25, 3323.25 -266.5, 3326 -266.5, 3328.75 -266.5, 3331.5 -266.5, 3334.25 -266.5, 3337 -266.5, 3337 -269.25, 3337 -272, 3337 -277.75, 3331.5 -277.75, 3328.75 -277.75, 3326 -277.75, 3326 -274.88, 3326 -272, 3323.25 -272))",2.164505,Highland,26254,Slothwood Corner,"(3330.7512376237623, -271.81188118811883)",High Density Immigrants,,Vote_MR
Slothwood,5,Ward 31,"POLYGON ((3331.5 -295, 3326 -295, 3315 -295, 3315 -289.25, 3317.75 -289.25, 3317.75 -286.38, 3317.75 -283.5, 3320.5 -283.5, 3321.88 -283.5, 3323.25 -283.5, 3326 -283.5, 3328.75 -283.5, 3328.75 -286.38, 3331.5 -286.38, 3331.5 -289.25, 3331.5 -292.12, 3331.5 -295))",2.58755,Highland,22578,Slothwood Corner,"(3323.5768386615864, -289.72944426039413)",High Density Immigrants,,Vote_MR
Slothwood,6,Ward 28,"POLYGON ((3342.5 -261, 3337 -261, 3334.25 -261, 3331.5 -261, 3328.75 -261, 3326 -261, 3326 -258.25, 3326 -255.5, 3326 -250, 3337 -250, 3337 -255.5, 3342.5 -255.5, 3342.5 -258.25, 3342.5 -261))",2.357383,Highland,21990,Slothwood Corner,"(3333.15, -256.05)",Medium Density Immigrants,,Vote_MR
Slothwood,7,Ward 30,"POLYGON ((3342.5 -286.38, 3339.75 -286.38, 3337 -286.38, 3334.25 -286.38, 3331.5 -286.38, 3328.75 -286.38, 3328.75 -283.5, 3328.75 -280.62, 3328.75 -277.75, 3331.5 -277.75, 3337 -277.75, 3342.5 -277.75, 3348 -277.75, 3348 -283.5, 3342.5 -283.5, 3342.5 -286.38))",2.342382,Highland,26150,Slothwood Corner,"(3337.6503888380603, -281.7619807868253)",High Density Immigrants,,Vote_MR
Slothwood,8,Ward 29,"POLYGON ((3337 -266.5, 3334.25 -266.5, 3331.5 -266.5, 3331.5 -263.75, 3331.5 -261, 3334.25 -261, 3337 -261, 3342.5 -261, 3342.5 -266.5, 3348 -266.5, 3348 -269.25, 3348 -272, 3348 -277.75, 3342.5 -277.75, 3337 -277.75, 3337 -272, 3337 -269.25, 3337 -266.5))",2.871721,Highland,21529,Slothwood Corner,"(3340.694029850746, -269.375)",High Density Immigrants,,Vote_MR
Slothwood,9,Ward 18,"POLYGON ((3337 -250, 3326 -250, 3315 -250, 3304 -250, 3293 -250, 3281 -250, 3281 -239.5, 3293 -239.5, 3304 -239.5, 3304 -229, 3304 -218, 3306.75 -218, 3309.5 -218, 3315 -218, 3326 -218, 3326 -207, 3348 -207, 3348 -229, 3348 -236.88, 3348 -244.75, 3337 -244.75, 3337 -250))",28.580847,Highland,21301,Slothwood Corner,"(3322.520177232447, -232.15717450579413)",Medium Density Immigrants,,Vote: Left_MR
