County,District,Shape_ID,Area,Region,County_Type,Population,District_Ward,Constituency
CH05,Cotham Heights,CH05_049,0.199335,Capital,B1,2394,Ward 46,Cotham Town
CH05,Cotham Heights,CH05_050,0.542083,Capital,C2,3378,Ward 46,Cotham Town
CH05,Cotham Heights,CH05_051,0.065371,Capital,C1,1492,Ward 45,Cotham Town
CH05,Cotham Heights,CH05_052,0.249015,Capital,C2,2339,Ward 46,Cotham Town
CH05,Cotham Heights,CH05_053,0.195336,Capital,C1,2146,Ward 46,Cotham Town
CH05,Cotham Heights,CH05_054,0.528673,Capital,F2,3433,Ward 42,Cotham Town
CH05,Cotham Heights,CH05_055,0.394552,Capital,B1,3074,Ward 46,Cotham Town
CH05,Cotham Heights,CH05_056,0.415443,Capital,F1,2693,Ward 42,Cotham Town
CH06,Cotham Heights,CH06_001,0.159726,Capital,D2,2091,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_002,0.108734,Capital,D1,1602,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_003,0.886605,Capital,C1,3847,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_004,0.285062,Capital,E1,2673,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_005,0.212424,Capital,D2,2154,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_006,0.247876,Capital,F1,2413,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_007,1.226445,Capital,C1,4939,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_008,0.19971,Capital,D1,2092,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_009,1.290493,Capital,F1,5188,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_010,0.222696,Capital,D1,2352,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_011,0.410089,Capital,D2,3086,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_012,0.807806,Capital,E2,3634,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_013,0.178498,Capital,F1,2312,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_014,0.418746,Capital,F2,2901,Ward 42,Cotham Town
CH06,Cotham Heights,CH06_015,0.190228,Capital,D1,2166,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_016,0.280738,Capital,E1,2464,Ward 42,Cotham Town
CH06,Cotham Heights,CH06_017,0.176563,Capital,D1,2207,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_018,0.160646,Capital,E1,2134,Ward 42,Cotham Town
CH06,Cotham Heights,CH06_019,0.23971,Capital,D1,2523,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_020,0.70358,Capital,D2,3486,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_021,0.100827,Capital,F1,1639,Ward 42,Cotham Town
CH06,Cotham Heights,CH06_022,0.392733,Capital,D1,3049,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_023,0.144331,Capital,F2,1831,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_024,0.230073,Capital,D1,2110,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_025,0.669613,Capital,D1,3257,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_026,0.472222,Capital,C2,3144,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_027,0.345669,Capital,D1,2717,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_028,0.295131,Capital,E1,2820,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_029,0.534416,Capital,D1,3507,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_030,0.24913,Capital,F2,2513,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_031,0.324022,Capital,D2,2779,Ward 40,Cotham Town
CH06,Cotham Heights,CH06_032,0.169257,Capital,C2,1902,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_033,0.252879,Capital,C1,2234,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_034,0.676913,Capital,C1,3871,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_035,0.119316,Capital,F2,1708,Ward 41,Cotham Town
CH06,Cotham Heights,CH06_036,0.246289,Capital,D1,2711,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_037,0.101533,Capital,C1,1806,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_038,0.327307,Capital,E1,2763,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_039,0.210182,Capital,D2,2376,Ward 39,Cotham Town
CH06,Cotham Heights,CH06_040,0.441141,Capital,C1,3099,Ward 38,Cotham Town
CH06,Cotham Heights,CH06_041,0.3779,Capital,D1,2794,Ward 38,Cotham Town
CH07,Cotham Heights,CH07_001,0.395512,Capital,D2,4777,Ward 18,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_002,0.58915,Capital,F1,3604,Ward 18,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_003,0.622332,Capital,D1,3917,Ward 18,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_004,0.532638,Capital,D1,3639,Ward 18,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_005,0.63308,Capital,E2,5515,Ward 18,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_006,1.055093,Capital,C2,4129,Ward 18,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_007,0.765456,Capital,F1,3657,Ward 17,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_008,0.36318,Capital,E2,4778,Ward 17,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_009,0.636491,Capital,D1,3738,Ward 17,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_010,0.512113,Capital,E2,3564,Ward 17,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_011,0.441411,Capital,E2,5593,Ward 17,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_012,0.352897,Capital,E1,3122,Ward 17,Upper Weslington and Lower Cotham
CH07,Cotham Heights,CH07_013,0.644277,Capital,D1,3781,Ward 18,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_001,0.845124,Capital,E2,4665,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_002,12.124275,Capital,C1,2999,Ward 20,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_003,11.53775,Capital,C1,2947,Ward 20,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_004,3.361138,Capital,C1,3520,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_005,0.981766,Capital,C2,4483,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_006,1.520888,Capital,B1,5866,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_007,3.871579,Capital,C1,3040,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_008,1.215388,Capital,B1,5759,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_009,1.250395,Capital,C1,3176,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_010,0.278107,Capital,E2,2453,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_011,0.104736,Capital,E2,1475,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_012,0.215244,Capital,F1,1884,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_013,5.091072,Capital,E2,2175,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_014,0.144117,Capital,F1,1420,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_015,0.25549,Capital,F1,1905,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_016,0.657481,Capital,F1,2292,Ward 22,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_017,1.211982,Capital,F1,2731,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_018,0.551847,Capital,F1,1766,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_019,0.440051,Capital,E2,1393,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_020,0.432335,Capital,B1,1591,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_021,0.440439,Capital,C2,1758,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_022,0.369837,Capital,A1,1598,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_023,0.106599,Capital,C1,1393,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_024,0.164903,Capital,C1,1408,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_025,0.158213,Capital,C2,1581,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_026,0.205436,Capital,C2,1668,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_027,0.241442,Capital,C1,2188,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_028,0.429311,Capital,C2,2867,Ward 21,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_029,9.860559,Capital,E2,1783,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_030,3.783524,Capital,F1,2519,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_031,16.415184,Capital,D1,1672,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_032,13.425378,Capital,C1,1409,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_033,0.699808,Capital,D2,1844,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_034,1.233912,Capital,C1,2757,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_035,43.770521,Capital,D1,4422,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_036,0.550125,Capital,C1,2269,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_037,1.420739,Capital,E2,2692,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_038,0.718493,Capital,E2,2282,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_039,0.404351,Capital,E2,2534,Ward 16,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_040,1.307981,Capital,E2,2903,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_041,1.012297,Capital,E2,3600,Ward 19,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_042,28.873603,Capital,F1,3113,Ward 20,Upper Weslington and Lower Cotham
CH08,Cotham Heights,CH08_043,1.820049,Capital,C1,11214,Ward 20,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_001,22.690818,Capital,D1,1889,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_002,4.184148,Capital,F1,3714,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_003,1.460902,Capital,D2,5098,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_004,0.622723,Capital,D2,3373,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_005,11.451735,Capital,F1,1466,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_006,8.218244,Capital,D1,1301,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_007,10.045617,Capital,F1,1353,Ward 29,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_008,9.082891,Capital,E2,1297,Ward 29,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_009,5.433462,Capital,E2,2516,Ward 29,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_010,8.214984,Capital,F1,1431,Ward 29,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_011,7.571304,Capital,E2,1381,Ward 29,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_012,2.166821,Capital,C1,5103,Ward 29,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_013,16.709562,Capital,F1,1728,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_014,2.920142,Capital,E1,6114,Ward 30,Upper Weslington and Lower Cotham
CH09,Cotham Heights,CH09_015,11.296284,Capital,F1,1376,Ward 30,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_001,0.358366,Capital,C1,1678,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_002,0.98953,Capital,C1,2606,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_003,0.556509,Capital,B1,2522,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_004,5.152592,Capital,E2,4852,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_005,8.582481,Capital,E2,4604,Ward 29,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_006,0.663037,Capital,C1,2369,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_007,3.256072,Capital,E2,6499,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_008,0.860684,Capital,A1,3095,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_009,8.249679,Capital,E2,3766,Ward 29,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_010,4.46104,Capital,A1,3485,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_011,0.497997,Capital,A1,2940,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_012,7.187018,Capital,C1,2323,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_013,25.83296,Capital,A1,6460,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_014,12.817234,Capital,A1,3382,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_015,4.667507,Capital,E2,3700,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_016,16.073727,Capital,F1,2327,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_017,1.539798,Capital,E2,4922,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_018,12.678907,Capital,F1,1603,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_019,3.981444,Capital,F1,3128,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_020,4.005086,Capital,F1,2905,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_021,0.945775,Capital,E1,2192,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_022,1.237827,Capital,D2,2557,Ward 27,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_023,0.453336,Capital,E1,2246,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_024,1.944297,Capital,E2,3547,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_025,1.664637,Capital,F1,4796,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_026,8.302904,Capital,E2,1361,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_027,0.583164,Capital,F1,3046,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_028,1.091781,Capital,F1,4526,Ward 28,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_029,11.251356,Capital,E2,1561,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_030,5.079399,Capital,F1,3488,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_031,0.63858,Capital,E1,2379,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_032,0.353337,Capital,B1,1660,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_033,9.879615,Capital,C1,1344,Ward 26,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_034,0.693657,Capital,A1,2369,Ward 25,Upper Weslington and Lower Cotham
CH10,Cotham Heights,CH10_035,7.486475,Capital,C1,2030,Ward 26,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_001,0.104094,Capital,D1,1767,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_002,0.228714,Capital,D2,2491,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_003,0.516923,Capital,E2,3044,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_004,0.156344,Capital,D1,2076,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_005,0.240858,Capital,A2,2453,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_006,0.262526,Capital,D2,2513,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_007,0.282656,Capital,C1,2588,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_008,0.3375,Capital,E1,2904,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_009,0.463591,Capital,D1,3159,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_010,0.151706,Capital,C2,2062,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_011,0.408944,Capital,C1,2839,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_012,0.439936,Capital,F2,2808,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_013,0.422267,Capital,D1,3014,Ward 23,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_014,0.814859,Capital,E2,3814,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_015,0.199238,Capital,F2,2297,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_016,0.220583,Capital,D1,2231,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_017,0.21615,Capital,F2,2030,Ward 24,Upper Weslington and Lower Cotham
CH11,Cotham Heights,CH11_018,0.190833,Capital,E2,2432,Ward 24,Upper Weslington and Lower Cotham
PC01,West Valley,PC01_001,44.345462,Capital,F1,3140,Ward 41,West Valley
PC01,West Valley,PC01_002,34.998664,Capital,F1,2631,Ward 42,West Valley
PC01,West Valley,PC01_003,21.062858,Capital,F1,1976,Ward 42,West Valley
PC01,West Valley,PC01_004,11.245264,Capital,D2,1217,Ward 42,West Valley
PC01,West Valley,PC01_005,1.447549,Capital,F1,5439,Ward 3,West Valley
PC01,West Valley,PC01_006,2.510331,Capital,E1,7211,Ward 3,West Valley
PC01,West Valley,PC01_007,29.347115,Capital,A1,2071,Ward 42,West Valley
PC01,West Valley,PC01_008,2.81291,Capital,F1,8391,Ward 42,West Valley
PC01,West Valley,PC01_009,0.808712,Capital,C1,6542,Ward 42,West Valley
PC01,West Valley,PC01_010,6.130131,Capital,C1,2317,Ward 42,West Valley
PC01,West Valley,PC01_011,20.814605,Capital,C1,1779,Ward 41,West Valley
PC01,West Valley,PC01_012,7.215728,Capital,C1,1510,Ward 41,West Valley
PC01,West Valley,PC01_013,27.514406,Capital,C1,2309,Ward 41,West Valley
PC01,West Valley,PC01_014,11.858178,Capital,A1,1240,Ward 41,West Valley
PC01,West Valley,PC01_015,1.736308,Capital,C1,9829,Ward 41,West Valley
PC01,West Valley,PC01_016,35.612097,Capital,F1,2575,Ward 41,West Valley
PC02,West Valley,PC02_001,1.911777,Capital,B1,6214,Ward 43,West Valley
PC02,West Valley,PC02_002,3.184119,Capital,C1,2399,Ward 8,West Valley
PC02,West Valley,PC02_003,0.655706,Capital,E1,3395,Ward 43,West Valley
PC02,West Valley,PC02_004,1.520021,Capital,E1,6252,Ward 43,West Valley
PC02,West Valley,PC02_005,7.884689,Capital,F1,1621,Ward 2,West Valley
PC02,West Valley,PC02_006,4.318118,Capital,B1,2982,Ward 43,West Valley
PC02,West Valley,PC02_007,12.961026,Capital,F1,2326,Ward 44,West Valley
PC02,West Valley,PC02_008,4.392381,Capital,C2,2945,Ward 43,West Valley
PC02,West Valley,PC02_009,20.714106,Capital,F1,9779,Ward 44,West Valley
PC02,West Valley,PC02_010,9.033803,Capital,E2,7823,Ward 7,West Valley
PC02,West Valley,PC02_011,6.020772,Capital,D1,19553,Ward 45,West Valley
PC02,West Valley,PC02_012,21.91757,Capital,D2,5146,Ward 44,West Valley
PC02,West Valley,PC02_013,32.023204,Capital,F1,9095,Ward 44,West Valley
PC02,West Valley,PC02_014,19.590504,Capital,F1,11155,Ward 5,West Valley
PC02,West Valley,PC02_015,68.369557,Capital,F1,14210,Ward 5,West Valley
PC02,West Valley,PC02_016,8.823149,Capital,C2,4040,Ward 7,West Valley
PC02,West Valley,PC02_017,22.561013,Capital,D1,5481,Ward 9,West Valley
PC02,West Valley,PC02_018,7.621758,Capital,C1,1738,Ward 9,West Valley
PC02,West Valley,PC02_019,33.031354,Capital,F1,1978,Ward 9,West Valley
PC02,West Valley,PC02_020,2.294726,Capital,E1,2379,Ward 3,West Valley
PC02,West Valley,PC02_021,2.261273,Capital,D2,8700,Ward 3,West Valley
PC02,West Valley,PC02_022,35.562118,Capital,F1,2369,Ward 9,West Valley
PC02,West Valley,PC02_023,5.494847,Capital,E2,1617,Ward 9,West Valley
PC02,West Valley,PC02_024,5.015292,Capital,C2,1882,Ward 7,West Valley
PC02,West Valley,PC02_025,2.377834,Capital,C1,2483,Ward 9,West Valley
PC02,West Valley,PC02_026,9.556329,Capital,C1,2281,Ward 9,West Valley
PC02,West Valley,PC02_027,0.947908,Capital,C1,1551,Ward 37,West Valley
PC02,West Valley,PC02_028,0.690532,Capital,A1,1690,Ward 37,West Valley
PC02,West Valley,PC02_029,2.494291,Capital,C1,2509,Ward 9,West Valley
PC02,West Valley,PC02_030,0.068527,Capital,B1,547,Ward 37,West Valley
PC02,West Valley,PC02_031,0.149005,Capital,F2,706,Ward 37,West Valley
PC02,West Valley,PC02_032,0.111443,Capital,B1,1048,Ward 37,West Valley
PC02,West Valley,PC02_033,0.105829,Capital,B1,942,Ward 37,West Valley
PC02,West Valley,PC02_034,1.445396,Capital,D1,2129,Ward 37,West Valley
PC02,West Valley,PC02_035,0.143131,Capital,C2,987,Ward 37,West Valley
PC02,West Valley,PC02_036,0.13177,Capital,E1,1424,Ward 37,West Valley
PC02,West Valley,PC02_037,0.265976,Capital,D1,1061,Ward 37,West Valley
PC02,West Valley,PC02_038,0.123385,Capital,B1,1034,Ward 37,West Valley
PC02,West Valley,PC02_039,0.121679,Capital,B1,990,Ward 37,West Valley
PC02,West Valley,PC02_040,0.180288,Capital,B1,815,Ward 37,West Valley
PC02,West Valley,PC02_041,5.666009,Capital,C1,2127,Ward 47,West Valley
PC02,West Valley,PC02_042,4.205664,Capital,C2,3021,Ward 7,West Valley
PC02,West Valley,PC02_043,2.143879,Capital,D2,5900,Ward 7,West Valley
PC02,West Valley,PC02_044,0.080577,Capital,B1,592,Ward 37,West Valley
PC02,West Valley,PC02_045,0.105933,Capital,A1,876,Ward 37,West Valley
PC02,West Valley,PC02_046,0.144835,Capital,C1,965,Ward 37,West Valley
PC02,West Valley,PC02_047,3.277362,Capital,C1,2380,Ward 47,West Valley
PC02,West Valley,PC02_048,0.043945,Capital,B1,400,Ward 37,West Valley
PC02,West Valley,PC02_049,0.12857,Capital,C1,826,Ward 37,West Valley
PC02,West Valley,PC02_050,0.430932,Capital,B1,1665,Ward 37,West Valley
PC02,West Valley,PC02_051,0.123988,Capital,B1,671,Ward 37,West Valley
PC02,West Valley,PC02_052,0.157764,Capital,A2,950,Ward 47,West Valley
PC02,West Valley,PC02_053,0.156769,Capital,B1,858,Ward 47,West Valley
PC02,West Valley,PC02_054,1.006809,Capital,A1,2501,Ward 47,West Valley
PC02,West Valley,PC02_055,35.077046,Capital,F1,11201,Ward 2,West Valley
PC02,West Valley,PC02_056,1.082466,Capital,A1,2542,Ward 47,West Valley
PC02,West Valley,PC02_057,1.391471,Capital,F1,3197,Ward 37,West Valley
PC02,West Valley,PC02_058,3.927337,Capital,A1,2396,Ward 47,West Valley
PC02,West Valley,PC02_059,5.540994,Capital,A1,4287,Ward 47,West Valley
PC02,West Valley,PC02_060,3.070352,Capital,C2,6522,Ward 47,West Valley
PC02,West Valley,PC02_061,0.927361,Capital,F2,1803,Ward 8,West Valley
PC02,West Valley,PC02_062,2.631208,Capital,C1,6942,Ward 8,West Valley
PC02,West Valley,PC02_063,9.518932,Capital,F1,2534,Ward 2,West Valley
PC02,West Valley,PC02_064,3.515005,Capital,C2,5521,Ward 8,West Valley
PC02,West Valley,PC02_065,13.296177,Capital,D1,3067,Ward 2,West Valley
PC02,West Valley,PC02_066,2.516915,Capital,B1,5654,Ward 8,West Valley
PC02,West Valley,PC02_067,2.600406,Capital,C1,3586,Ward 8,West Valley
PC02,West Valley,PC02_068,1.174823,Capital,B1,6311,Ward 43,West Valley
PC02,West Valley,PC02_069,13.405336,Capital,F1,1579,Ward 2,West Valley
PC03,West Valley,PC03_001,19.575029,Capital,F1,5200,Ward 14,West Valley
PC03,West Valley,PC03_002,39.020437,Capital,F1,7418,Ward 16,West Valley
PC03,West Valley,PC03_003,72.026236,Capital,F1,15574,Ward 16,West Valley
PC03,West Valley,PC03_004,1.154483,Capital,E1,3331,Ward 16,West Valley
PC03,West Valley,PC03_005,14.930342,Capital,F1,5290,Ward 17,West Valley
PC03,West Valley,PC03_006,40.742395,Capital,D1,14264,Ward 17,West Valley
PC03,West Valley,PC03_007,15.59553,Capital,F1,5918,Ward 15,West Valley
PC03,West Valley,PC03_008,26.990409,Capital,D1,3355,Ward 15,West Valley
PC03,West Valley,PC03_009,0.751856,Capital,D2,3780,Ward 15,West Valley
PC03,West Valley,PC03_010,31.300887,Capital,D2,2203,Ward 15,West Valley
PC03,West Valley,PC03_011,1.561145,Capital,E1,5073,Ward 15,West Valley
PC03,West Valley,PC03_012,19.913842,Capital,D2,1688,Ward 34,West Valley
PC03,West Valley,PC03_013,17.068717,Capital,F1,1447,Ward 34,West Valley
PC03,West Valley,PC03_014,0.615033,Capital,D2,2667,Ward 34,West Valley
PC03,West Valley,PC03_015,0.555344,Capital,D2,2488,Ward 34,West Valley
PC03,West Valley,PC03_016,0.195673,Capital,F1,975,Ward 34,West Valley
PC03,West Valley,PC03_017,0.452442,Capital,C2,2231,Ward 34,West Valley
PC03,West Valley,PC03_018,25.413838,Capital,C1,1930,Ward 34,West Valley
PC03,West Valley,PC03_019,0.520895,Capital,B2,1747,Ward 34,West Valley
PC03,West Valley,PC03_020,0.908093,Capital,F1,2619,Ward 34,West Valley
PC03,West Valley,PC03_021,0.851651,Capital,E1,2469,Ward 34,West Valley
PC03,West Valley,PC03_022,12.725181,Capital,F1,2736,Ward 14,West Valley
PC03,West Valley,PC03_023,29.938673,Capital,F1,2183,Ward 34,West Valley
PC03,West Valley,PC03_024,0.377476,Capital,F1,1040,Ward 14,West Valley
PC03,West Valley,PC03_025,0.600316,Capital,D2,1561,Ward 14,West Valley
PC03,West Valley,PC03_026,0.948045,Capital,C2,1909,Ward 14,West Valley
PC03,West Valley,PC03_027,35.671534,Capital,F1,2309,Ward 14,West Valley
PC03,West Valley,PC03_028,52.294612,Capital,C1,2252,Ward 14,West Valley
PC03,West Valley,PC03_029,0.204402,Capital,F1,2021,Ward 14,West Valley
W01,Weslington North,W01_001,0.730035,Capital,C1,2808,Ward 29,Upper Weslington and Lower Cotham
W01,Weslington North,W01_002,0.252169,Capital,B1,1671,Ward 26,Upper Weslington and Lower Cotham
W01,Weslington North,W01_003,1.585028,Capital,C1,5223,Ward 26,Upper Weslington and Lower Cotham
W01,Weslington North,W01_004,0.600441,Capital,F1,2750,Ward 11,Upper Weslington and Lower Cotham
