Shape_ID,Electorate,Turnout,Left_Left,Left_Right,Left_MR,Right_Left,Right_Right,Right_MR,MR_Left,MR_Right,MR_MR,Spoil,received_at,verified_at,declared_at
PC02_011,13674,10325,2582,348,832,204,1715,632,940,521,2458,93,2026-08-02T16:51:17Z,2026-08-02T16:51:17Z,2026-08-02T20:39:35Z
PC02_012,3539,2407,825,94,186,41,176,91,221,176,569,28,2026-08-04T19:45:37Z,2026-08-04T19:45:37Z,2026-08-02T14:37:39Z
PC02_013,6483,4714,1191,102,537,99,511,261,372,490,1062,89,2026-08-02T12:47:57Z,2026-08-02T12:47:57Z,2026-08-02T15:57:51Z
PC02_014,6218,5091,1249,201,549,61,767,219,453,297,1220,75,2026-08-02T11:42:49Z,2026-08-02T11:42:49Z,2026-08-02T16:13:26Z
PC02_015,9723,8119,2520,287,884,164,1314,483,512,543,1330,82,2026-08-02T12:46:48Z,2026-08-02T12:46:48Z,2026-08-02T16:31:02Z
PC02_016,2318,1895,515,55,197,23,232,86,116,85,564,22,2026-08-02T16:27:32Z,2026-08-02T16:27:32Z,2026-08-02T22:00:11Z
PC02_017,3268,2642,611,115,281,21,281,106,271,149,788,19,2026-08-02T13:48:08Z,2026-08-02T13:48:08Z,2026-08-02T19:03:54Z
PC02_018,991,591,152,8,44,7,111,37,50,35,137,10,2026-08-02T14:36:36Z,2026-08-02T14:36:36Z,2026-08-02T19:55:34Z
PC02_019,1299,1042,323,25,134,19,94,38,64,58,269,18,2026-08-02T11:25:03Z,2026-08-02T11:25:03Z,2026-08-02T15:58:54Z
PC02_020,1636,1006,335,26,133,14,83,34,56,73,247,5,2026-08-02T17:33:34Z,2026-08-02T17:33:34Z,2026-08-02T22:46:24Z
PC02_021,6228,4162,1249,174,547,65,356,121,390,282,908,70,2026-08-02T13:56:11Z,2026-08-02T13:56:11Z,2026-08-02T18:49:42Z
PC02_022,1497,1162,225,29,102,23,133,83,98,77,370,22,2026-08-02T10:08:11Z,2026-08-02T10:08:11Z,2026-08-02T14:07:03Z
PC02_023,974,801,222,35,75,13,94,50,58,64,178,12,2026-08-02T11:33:47Z,2026-08-02T11:33:47Z,2026-08-02T13:44:35Z
PC02_024,1084,756,194,25,90,14,82,32,73,50,190,6,2026-08-02T12:38:43Z,2026-08-02T12:38:43Z,2026-08-02T16:13:27Z
PC02_025,1681,1013,336,37,126,16,109,53,77,44,203,12,2026-08-02T12:09:45Z,2026-08-02T12:09:45Z,2026-08-02T15:12:27Z
PC02_026,1485,848,196,44,87,12,102,30,74,68,221,14,2026-08-02T13:36:34Z,2026-08-02T13:36:34Z,2026-08-02T17:48:23Z
PC02_027,1104,766,167,37,99,12,166,47,59,33,132,14,2026-08-02T15:54:18Z,2026-08-02T15:54:18Z,2026-08-02T21:36:42Z
PC02_028,1199,683,187,17,84,5,48,19,44,80,184,15,2026-08-02T17:25:46Z,2026-08-02T17:25:46Z,2026-08-02T22:00:06Z
PC02_029,1607,1142,285,55,164,16,96,62,108,83,258,15,2026-08-02T15:20:13Z,2026-08-02T15:20:13Z,2026-08-02T16:50:38Z
PC02_030,336,213,42,12,23,5,25,11,13,11,66,5,2026-08-02T14:46:36Z,2026-08-02T14:46:36Z,2026-08-02T18:30:32Z
PC02_031,463,321,70,15,36,5,55,14,29,16,76,5,2026-08-02T13:05:29Z,2026-08-02T13:05:29Z,2026-08-02T15:59:15Z
PC02_032,658,472,108,17,50,6,65,28,20,37,134,7,2026-08-02T12:20:15Z,2026-08-02T12:20:15Z,2026-08-02T16:12:58Z
PC02_033,543,436,100,23,58,7,64,31,21,20,107,5,2026-08-02T20:07:32Z,2026-08-02T20:07:32Z,2026-08-02T14:37:39Z
PC02_034,1418,797,196,27,81,29,149,58,49,61,138,9,2026-08-02T12:54:06Z,2026-08-02T12:54:06Z,2026-08-02T16:47:50Z
PC02_035,635,471,141,17,34,10,46,22,31,47,114,9,2026-08-02T13:22:25Z,2026-08-02T13:22:25Z,2026-08-02T16:31:22Z
PC02_036,987,765,240,21,95,17,71,37,59,34,173,18,2026-08-02T17:33:18Z,2026-08-02T17:33:18Z,2026-08-02T22:10:52Z
PC02_037,761,531,120,16,81,8,70,16,41,37,135,7,2026-08-02T16:58:47Z,2026-08-02T16:58:47Z,2026-08-02T22:37:02Z
PC02_038,690,546,135,24,79,2,16,4,45,36,202,3,2026-08-02T13:48:36Z,2026-08-02T13:48:36Z,2026-08-02T17:42:21Z
PC02_039,603,365,126,12,34,5,34,12,25,30,83,4,2026-08-02T13:42:54Z,2026-08-02T13:42:54Z,2026-08-02T18:20:45Z
PC02_040,567,460,104,25,56,10,49,21,37,35,120,3,2026-08-02T10:59:37Z,2026-08-02T10:59:37Z,2026-08-02T15:55:58Z
PC02_041,1289,1020,298,58,131,14,95,55,66,48,237,18,2026-08-02T14:12:36Z,2026-08-02T14:12:36Z,2026-08-02T18:41:13Z
PC02_042,1771,988,264,29,96,13,115,38,59,76,289,9,2026-08-02T12:47:53Z,2026-08-02T12:47:53Z,2026-08-02T17:13:47Z
PC02_043,4052,2598,663,104,312,38,323,113,201,160,639,45,2026-08-02T12:57:01Z,2026-08-02T12:57:01Z,2026-08-02T18:20:33Z
PC02_044,333,271,67,9,28,6,26,12,16,27,78,2,2026-08-02T10:52:36Z,2026-08-02T10:52:36Z,2026-08-02T15:41:54Z
PC02_045,618,495,115,23,51,10,74,32,23,35,129,3,2026-08-02T15:15:42Z,2026-08-02T15:15:42Z,2026-08-02T19:19:19Z
PC02_046,572,409,106,13,34,4,53,16,50,28,99,6,2026-08-02T11:06:58Z,2026-08-02T11:06:58Z,2026-08-02T14:25:04Z
PC02_047,1499,912,229,47,121,11,116,34,63,57,214,20,2026-08-02T12:10:53Z,2026-08-02T12:10:53Z,2026-08-02T14:44:24Z
PC02_048,254,157,40,6,16,3,25,6,9,7,42,3,2026-08-02T13:02:30Z,2026-08-02T13:02:30Z,2026-08-02T18:37:08Z
PC02_049,499,316,94,8,38,4,28,9,33,24,73,5,2026-08-02T11:05:12Z,2026-08-02T11:05:12Z,2026-08-02T13:37:11Z
PC02_050,1105,726,176,26,105,8,51,22,78,55,187,18,2026-08-02T11:29:17Z,2026-08-02T11:29:17Z,2026-08-02T15:30:17Z
PC02_051,441,340,102,15,43,6,64,22,9,13,58,8,2026-08-02T17:04:39Z,2026-08-02T17:04:39Z,2026-08-02T23:10:15Z
PC02_052,541,431,103,11,38,7,68,16,46,29,106,7,2026-08-02T13:07:31Z,2026-08-02T13:07:31Z,2026-08-02T14:56:01Z
PC02_053,602,412,127,17,36,5,32,17,24,24,125,5,2026-08-02T16:41:22Z,2026-08-02T16:41:22Z,2026-08-02T20:59:29Z
PC02_054,1468,1021,304,49,137,9,77,48,46,60,271,20,2026-08-02T17:15:12Z,2026-08-02T17:15:12Z,2026-08-02T18:59:34Z
PC02_055,7384,5134,1572,154,718,63,467,147,264,462,1191,96,2026-08-02T15:41:55Z,2026-08-02T15:41:55Z,2026-08-02T18:56:09Z
PC02_056,1616,1342,368,66,178,21,208,62,70,82,270,17,2026-08-02T13:34:20Z,2026-08-02T13:34:20Z,2026-08-02T17:11:02Z
PC02_057,2149,1711,492,80,149,35,274,73,92,151,346,19,2026-08-02T11:59:25Z,2026-08-02T11:59:25Z,2026-08-02T17:48:19Z
PC02_058,1366,1079,307,45,112,21,137,48,52,89,242,26,2026-08-02T11:19:31Z,2026-08-02T11:19:31Z,2026-08-02T16:25:57Z
PC02_059,2798,1544,405,58,199,22,97,51,169,93,423,27,2026-08-02T13:07:53Z,2026-08-02T13:07:53Z,2026-08-02T17:11:52Z
PC02_060,4256,2618,748,91,267,31,259,164,152,131,712,63,2026-08-02T14:55:42Z,2026-08-02T14:55:42Z,2026-08-02T20:01:46Z
PC02_061,1284,762,186,32,100,14,101,34,35,46,199,15,2026-08-02T10:51:36Z,2026-08-02T10:51:36Z,2026-08-02T15:54:10Z
PC02_062,4800,3524,883,217,451,58,445,122,177,230,918,23,2026-08-02T10:06:43Z,2026-08-02T10:06:43Z,2026-08-02T15:50:07Z
PC02_063,1779,1117,337,71,140,5,57,18,90,66,314,19,2026-08-02T12:20:18Z,2026-08-02T12:20:18Z,2026-08-02T15:32:38Z
PC02_064,3151,1966,583,85,183,29,205,57,176,160,476,12,2026-08-02T17:17:09Z,2026-08-02T17:17:09Z,2026-08-02T22:10:08Z
PC02_065,2201,1844,490,109,253,23,139,64,123,70,530,43,2026-08-02T17:30:31Z,2026-08-02T17:30:31Z,2026-08-02T23:12:27Z
PC02_066,3485,2856,573,73,393,64,403,241,216,167,702,24,2026-08-02T09:54:26Z,2026-08-02T09:54:26Z,2026-08-02T13:36:32Z
PC02_067,2333,1398,352,48,118,9,176,50,84,145,395,21,2026-08-02T10:57:13Z,2026-08-02T10:57:13Z,2026-08-02T14:10:29Z
PC02_068,4315,3419,976,210,479,25,336,96,222,242,815,18,2026-08-02T17:25:56Z,2026-08-02T17:25:56Z,2026-08-02T23:00:08Z
PC02_069,937,624,166,18,82,7,54,19,36,53,175,14,2026-08-02T11:35:58Z,2026-08-02T11:35:58Z,2026-08-02T15:06:30Z
PC03_001,3392,2181,694,78,220,31,180,66,121,197,573,21,2026-08-02T11:13:26Z,2026-08-02T11:13:26Z,2026-08-02T14:00:43Z
PC03_002,4427,2994,918,70,312,64,482,145,191,239,541,32,2026-08-02T10:57:02Z,2026-08-02T10:57:02Z,2026-08-02T13:59:08Z
PC03_003,9592,5755,2210,141,770,5,56,16,396,645,1401,115,2026-08-02T10:35:02Z,2026-08-02T10:35:02Z,2026-08-02T15:04:04Z
PC03_004,1913,1146,270,49,145,24,139,75,57,70,308,9,2026-08-02T13:29:09Z,2026-08-02T13:29:09Z,2026-08-02T18:28:00Z
PC03_005,3653,2029,609,47,228,20,281,80,161,92,485,26,2026-08-02T10:41:39Z,2026-08-02T10:41:39Z,2026-08-02T14:47:53Z
PC03_006,9094,6694,1571,110,525,145,785,427,427,364,2256,84,2026-08-02T13:07:25Z,2026-08-02T13:07:25Z,2026-08-02T17:17:06Z
PC03_007,3931,2856,704,86,195,51,475,176,136,143,820,70,2026-08-02T14:53:42Z,2026-08-02T14:53:42Z,2026-08-02T20:00:32Z
PC03_008,2341,1763,554,55,178,20,179,55,118,114,447,43,2026-08-02T10:11:15Z,2026-08-02T10:11:15Z,2026-08-02T11:41:53Z
PC03_009,2354,1572,471,69,143,15,244,71,79,85,372,23,2026-08-02T10:11:26Z,2026-08-02T10:11:26Z,2026-08-02T14:47:20Z
PC03_010,1362,828,236,21,67,13,80,47,66,71,210,17,2026-08-02T11:11:37Z,2026-08-02T11:11:37Z,2026-08-02T14:22:26Z
PC03_011,2926,1747,543,109,217,33,185,64,83,63,424,26,2026-08-02T10:43:50Z,2026-08-02T10:43:50Z,2026-08-02T14:32:59Z
PC03_012,1017,657,162,13,52,15,77,32,41,41,210,14,2026-08-02T12:36:02Z,2026-08-02T12:36:02Z,2026-08-02T15:14:55Z
PC03_013,991,565,147,32,77,6,66,17,38,46,123,13,2026-08-02T11:08:37Z,2026-08-02T11:08:37Z,2026-08-02T14:12:09Z
PC03_014,1686,1350,404,31,165,8,72,25,111,65,457,12,2026-08-02T15:44:57Z,2026-08-02T15:44:57Z,2026-08-02T19:10:59Z
PC03_015,1584,1297,397,52,138,11,107,50,68,70,389,15,2026-08-02T17:00:02Z,2026-08-02T17:00:02Z,2026-08-02T20:46:09Z
PC03_016,544,410,118,27,58,4,32,11,22,20,112,6,2026-08-02T16:28:16Z,2026-08-02T16:28:16Z,2026-08-02T18:40:35Z
PC03_017,1569,1025,304,44,132,8,127,36,66,97,205,6,2026-08-02T10:52:23Z,2026-08-02T10:52:23Z,2026-08-02T13:01:31Z
PC03_018,1220,802,187,45,86,13,80,42,54,80,198,17,2026-08-02T11:58:57Z,2026-08-02T11:58:57Z,2026-08-02T14:49:56Z
PC03_019,1088,749,172,31,70,21,111,43,60,38,187,16,2026-08-02T10:57:49Z,2026-08-02T10:57:49Z,2026-08-02T16:45:11Z
PC03_020,1773,1411,398,33,180,26,112,52,127,124,325,34,2026-08-02T13:59:29Z,2026-08-02T13:59:29Z,2026-08-02T18:04:13Z
PC03_021,1662,1057,304,23,97,16,91,46,96,98,278,8,2026-08-02T15:33:34Z,2026-08-02T15:33:34Z,2026-08-02T19:58:27Z
PC03_022,1672,1187,281,72,144,12,92,63,52,97,354,20,2026-08-02T10:41:22Z,2026-08-02T10:41:22Z,2026-08-02T14:13:27Z
PC03_023,1441,850,175,24,99,15,108,62,61,84,207,15,2026-08-02T13:21:05Z,2026-08-02T13:21:05Z,2026-08-02T17:06:42Z
PC03_024,708,540,146,13,55,16,64,31,37,35,140,3,2026-08-02T17:15:47Z,2026-08-02T17:15:47Z,2026-08-02T21:24:58Z
PC03_025,906,694,162,25,84,14,85,42,53,43,179,7,2026-08-02T14:24:38Z,2026-08-02T14:24:38Z,2026-08-02T19:47:32Z
PC03_026,1070,647,175,18,72,18,106,50,48,27,126,7,2026-08-02T14:13:27Z,2026-08-02T14:13:27Z,2026-08-02T19:29:55Z
PC03_027,1393,985,297,32,101,12,151,59,44,62,216,11,2026-08-02T09:54:01Z,2026-08-02T09:54:01Z,2026-08-02T13:41:56Z
PC03_028,1329,968,290,29,68,12,122,30,60,74,265,18,2026-08-02T13:38:21Z,2026-08-02T13:38:21Z,2026-08-02T17:05:49Z
PC03_029,1140,858,189,36,98,17,96,37,46,69,251,19,2026-08-02T15:14:30Z,2026-08-02T15:14:30Z,2026-08-02T17:58:15Z
W01_001,1620,1244,297,32,67,57,282,166,64,51,203,25,2026-08-02T12:48:39Z,2026-08-02T12:48:39Z,2026-08-02T17:52:11Z
W01_002,1136,681,143,15,70,17,134,78,54,31,125,14,2026-08-02T17:39:26Z,2026-08-02T17:39:26Z,2026-08-02T21:11:47Z
W01_003,3121,2102,475,76,182,54,466,213,108,60,454,14,2026-08-02T10:47:29Z,2026-08-02T10:47:29Z,2026-08-02T14:47:01Z
W01_004,1682,1377,305,50,143,48,298,166,39,60,246,22,2026-08-02T15:11:14Z,2026-08-02T15:11:14Z,2026-08-02T18:17:02Z
W01_005,1429,820,155,19,46,38,237,76,21,38,172,18,2026-08-02T10:11:57Z,2026-08-02T10:11:57Z,2026-08-02T16:15:49Z
W01_006,1540,1188,295,27,82,42,324,90,60,66,174,28,2026-08-02T14:30:16Z,2026-08-02T14:30:16Z,2026-08-02T19:13:41Z
W01_007,1418,859,172,28,105,31,224,78,41,30,142,8,2026-08-02T15:08:34Z,2026-08-02T15:08:34Z,2026-08-02T18:24:26Z
W01_008,1475,1079,206,21,52,38,328,192,29,47,151,15,2026-08-02T16:27:42Z,2026-08-02T16:27:42Z,2026-08-02T20:06:09Z
W01_009,1215,977,184,26,50,48,250,140,46,41,170,22,2026-08-02T12:10:50Z,2026-08-02T12:10:50Z,2026-08-02T15:40:47Z
W01_010,1304,971,141,36,78,32,275,165,30,36,162,16,2026-08-02T11:15:17Z,2026-08-02T11:15:17Z,2026-08-02T16:05:05Z
W01_011,1031,668,182,16,72,21,159,76,21,34,83,4,2026-08-02T12:18:41Z,2026-08-02T12:18:41Z,2026-08-02T13:19:46Z
W01_012,1975,1467,233,25,96,65,393,134,57,80,361,23,2026-08-02T17:24:09Z,2026-08-02T17:24:09Z,2026-08-02T21:59:43Z
W01_013,1572,1160,204,13,62,41,331,165,68,52,205,19,2026-08-02T15:40:53Z,2026-08-02T15:40:53Z,2026-08-02T22:27:02Z
W01_014,2024,1437,363,56,118,52,267,115,87,73,292,14,2026-08-02T12:55:58Z,2026-08-02T12:55:58Z,2026-08-02T15:32:36Z
W01_015,1639,910,160,37,77,43,247,83,44,25,176,18,2026-08-02T15:39:46Z,2026-08-02T15:39:46Z,2026-08-02T20:40:56Z
W01_016,1476,873,172,34,70,51,235,100,30,41,129,11,2026-08-02T10:40:13Z,2026-08-02T10:40:13Z,2026-08-02T16:07:54Z
W01_017,968,544,120,19,38,14,154,40,30,23,99,7,2026-08-02T11:07:21Z,2026-08-02T11:07:21Z,2026-08-02T13:01:35Z
W01_018,1585,1119,263,31,138,65,252,132,38,54,129,17,2026-08-02T14:06:38Z,2026-08-02T14:06:38Z,2026-08-02T17:51:33Z
W01_019,2437,1810,264,51,141,97,487,180,88,117,375,10,2026-08-02T17:29:09Z,2026-08-02T17:29:09Z,2026-08-02T21:28:48Z
W01_020,1512,1240,304,42,83,73,273,147,56,71,176,15,2026-08-02T16:49:24Z,2026-08-02T16:49:24Z,2026-08-02T19:57:43Z
W01_021,1838,1494,186,29,65,65,518,142,51,79,340,19,2026-08-02T14:55:34Z,2026-08-02T14:55:34Z,2026-08-02T18:39:02Z
W01_022,1714,1068,266,38,91,26,207,117,66,70,173,14,2026-08-02T12:17:23Z,2026-08-02T12:17:23Z,2026-08-02T17:18:10Z
W01_023,1889,1223,222,41,90,66,327,161,43,59,187,27,2026-08-02T13:19:31Z,2026-08-02T13:19:31Z,2026-08-02T18:19:32Z
W01_024,1181,740,174,16,46,21,150,91,29,43,162,8,2026-08-02T15:55:10Z,2026-08-02T15:55:10Z,2026-08-02T19:15:04Z
W01_025,1040,648,143,31,73,22,116,69,46,28,110,10,2026-08-02T15:25:57Z,2026-08-02T15:25:57Z,2026-08-02T19:39:09Z
W01_026,1335,858,167,19,89,31,220,109,34,38,137,14,2026-08-02T16:51:20Z,2026-08-02T16:51:20Z,2026-08-02T20:28:10Z
W01_027,1123,755,112,13,62,19,242,72,33,30,162,10,2026-08-02T11:21:03Z,2026-08-02T11:21:03Z,2026-08-02T14:50:31Z
W01_028,1441,805,113,18,51,18,243,81,49,40,188,4,2026-08-02T17:32:43Z,2026-08-02T17:32:43Z,2026-08-02T22:09:20Z
W01_029,1820,1458,384,40,113,28,372,97,65,50,282,27,2026-08-02T14:43:17Z,2026-08-02T14:43:17Z,2026-08-02T18:03:21Z
W01_030,1393,1055,168,25,104,33,250,106,63,82,200,24,2026-08-02T09:58:02Z,2026-08-02T09:58:02Z,2026-08-02T14:25:39Z
W01_031,811,518,103,24,48,19,131,40,22,38,83,10,2026-08-02T16:07:13Z,2026-08-02T16:07:13Z,2026-08-02T22:38:12Z
W01_032,1788,1439,284,28,89,42,354,180,78,57,315,12,2026-08-02T15:10:21Z,2026-08-02T15:10:21Z,2026-08-02T19:38:43Z
W01_033,1561,907,221,25,60,38,159,77,51,60,199,17,2026-08-02T15:50:14Z,2026-08-02T15:50:14Z,2026-08-02T19:01:28Z
W01_034,1901,1504,307,48,146,46,407,108,60,57,317,8,2026-08-02T10:10:24Z,2026-08-02T10:10:24Z,2026-08-02T14:31:02Z
W01_035,1328,802,146,18,69,47,187,93,34,60,140,8,2026-08-02T17:22:43Z,2026-08-02T17:22:43Z,2026-08-02T21:38:55Z
W01_036,819,629,103,19,53,26,154,70,36,24,140,4,2026-08-02T15:03:18Z,2026-08-02T15:03:18Z,2026-08-02T18:26:06Z
W01_037,1161,716,150,31,74,19,163,95,34,19,122,9,2026-08-02T14:57:59Z,2026-08-02T14:57:59Z,2026-08-02T19:58:45Z
W01_038,1154,806,170,22,61,20,242,90,36,24,124,17,2026-08-02T14:59:12Z,2026-08-02T14:59:12Z,2026-08-02T19:37:16Z
W01_039,1875,1420,366,23,102,31,303,156,74,104,226,35,2026-08-02T12:55:21Z,2026-08-02T12:55:21Z,2026-08-02T17:26:21Z
W01_040,1758,1312,291,70,139,42,314,175,38,57,158,28,2026-08-02T10:26:21Z,2026-08-02T10:26:21Z,2026-08-02T15:17:52Z
W01_041,1434,1025,191,52,100,29,266,84,37,42,206,18,2026-08-02T14:14:50Z,2026-08-02T14:14:50Z,2026-08-02T19:45:16Z
W01_042,1334,799,129,18,86,18,268,86,30,36,113,15,2026-08-02T17:13:27Z,2026-08-02T17:13:27Z,2026-08-02T20:25:51Z
W01_043,3612,2631,489,96,234,71,559,364,136,208,441,33,2026-08-02T11:12:50Z,2026-08-02T11:12:50Z,2026-08-02T14:39:57Z
W01_044,1326,1056,332,30,100,37,193,121,26,42,169,6,2026-08-02T14:52:47Z,2026-08-02T14:52:47Z,2026-08-02T18:09:14Z
W01_045,1058,818,184,36,80,44,221,109,24,14,90,16,2026-08-02T13:36:14Z,2026-08-02T13:36:14Z,2026-08-02T18:51:53Z
W01_046,1050,884,187,15,57,28,234,111,41,60,142,9,2026-08-02T11:21:57Z,2026-08-02T11:21:57Z,2026-08-02T12:42:22Z
W01_047,1025,764,134,18,68,39,189,82,37,29,150,18,2026-08-02T12:45:31Z,2026-08-02T12:45:31Z,2026-08-02T16:01:17Z
W01_048,1020,776,170,35,71,23,193,53,29,27,167,8,2026-08-02T14:49:46Z,2026-08-02T14:49:46Z,2026-08-02T18:57:00Z
W01_049,1313,1058,207,13,61,25,249,142,65,60,227,9,2026-08-02T14:56:16Z,2026-08-02T14:56:16Z,2026-08-02T20:11:30Z
W01_050,2117,1534,284,36,133,41,349,219,58,72,323,19,2026-08-02T15:18:49Z,2026-08-02T15:18:49Z,2026-08-02T20:43:20Z
W01_051,2760,1580,293,23,105,73,402,173,107,77,299,28,2026-08-02T10:37:49Z,2026-08-02T10:37:49Z,2026-08-02T15:36:58Z
W01_052,1265,746,107,11,53,45,183,91,52,29,167,8,2026-08-02T12:53:58Z,2026-08-02T12:53:58Z,2026-08-02T17:57:01Z
W02_001,1779,1179,208,49,94,46,309,102,78,63,217,13,2026-08-02T09:57:07Z,2026-08-02T09:57:07Z,2026-08-02T14:30:53Z
W02_002,2272,1333,250,55,138,48,304,197,49,73,208,11,2026-08-02T16:09:47Z,2026-08-02T16:09:47Z,2026-08-02T19:57:53Z
W02_003,3027,1774,212,18,61,93,449,237,180,123,383,18,2026-08-02T15:50:12Z,2026-08-02T15:50:12Z,2026-08-02T18:30:17Z
W02_004,2852,1764,364,64,137,72,512,175,58,99,260,23,2026-08-02T12:46:20Z,2026-08-02T12:46:20Z,2026-08-02T16:55:14Z
W02_005,2124,1441,296,65,121,43,302,142,113,83,246,30,2026-08-02T12:47:15Z,2026-08-02T12:47:15Z,2026-08-02T16:53:19Z
W02_006,897,535,94,20,43,16,155,39,42,25,90,11,2026-08-02T11:42:48Z,2026-08-02T11:42:48Z,2026-08-02T16:08:13Z
W02_007,2680,1890,403,38,210,37,442,193,100,139,313,15,2026-08-02T17:21:56Z,2026-08-02T17:21:56Z,2026-08-02T22:03:01Z
W02_008,1182,941,169,31,69,16,266,77,51,56,191,15,2026-08-02T17:34:37Z,2026-08-02T17:34:37Z,2026-08-02T19:52:31Z
W02_009,1867,1413,274,35,180,68,359,168,48,72,195,14,2026-08-02T10:07:08Z,2026-08-02T10:07:08Z,2026-08-02T11:32:30Z
W02_010,2546,1565,330,38,100,51,465,126,120,70,243,22,2026-08-02T10:13:51Z,2026-08-02T10:13:51Z,2026-08-02T13:37:04Z
W02_011,1577,1104,305,25,78,22,249,121,52,61,169,22,2026-08-02T10:59:35Z,2026-08-02T10:59:35Z,2026-08-02T14:58:42Z
W02_012,1236,705,135,28,62,19,184,96,29,36,105,11,2026-08-02T11:29:07Z,2026-08-02T11:29:07Z,2026-08-02T13:31:32Z
W02_013,945,778,142,31,64,23,155,102,35,60,159,7,2026-08-02T13:05:45Z,2026-08-02T13:05:45Z,2026-08-02T19:43:16Z
W02_014,1828,1103,170,23,99,41,330,84,59,38,235,24,2026-08-02T14:40:00Z,2026-08-02T14:40:00Z,2026-08-02T18:28:32Z
W02_015,1816,1451,208,23,73,32,493,141,95,65,312,9,2026-08-02T13:49:36Z,2026-08-02T13:49:36Z,2026-08-02T16:45:19Z
W02_016,1721,1259,253,34,128,26,267,89,66,96,284,16,2026-08-02T13:46:39Z,2026-08-02T13:46:39Z,2026-08-02T16:12:43Z
W02_017,1434,964,111,17,68,38,227,126,93,72,204,8,2026-08-02T13:07:43Z,2026-08-02T13:07:43Z,2026-08-02T18:23:16Z
W02_018,2454,1490,339,39,143,61,389,184,75,56,171,33,2026-08-02T16:16:43Z,2026-08-02T16:16:43Z,2026-08-02T21:40:41Z
W02_019,1799,1075,230,19,88,40,282,119,58,58,161,20,2026-08-02T11:58:27Z,2026-08-02T11:58:27Z,2026-08-02T15:58:48Z
W02_020,1458,1175,212,21,71,30,349,111,65,75,215,26,2026-08-02T15:37:26Z,2026-08-02T15:37:26Z,2026-08-02T18:58:41Z
W02_021,1570,1017,194,44,87,50,226,125,42,52,192,5,2026-08-02T15:16:54Z,2026-08-02T15:16:54Z,2026-08-02T18:58:02Z
W02_022,880,636,144,17,73,23,141,64,22,25,122,5,2026-08-02T16:51:03Z,2026-08-02T16:51:03Z,2026-08-02T18:41:41Z
W02_023,1259,786,129,31,75,18,204,97,34,31,150,17,2026-08-02T14:10:10Z,2026-08-02T14:10:10Z,2026-08-02T18:22:52Z
W02_024,2071,1154,229,14,68,34,309,134,68,52,235,11,2026-08-02T10:33:24Z,2026-08-02T10:33:24Z,2026-08-02T14:40:37Z
W02_025,1008,558,84,12,54,17,130,75,44,28,109,5,2026-08-02T10:40:04Z,2026-08-02T10:40:04Z,2026-08-02T13:22:17Z
W02_026,1639,1181,274,35,116,23,283,87,74,48,215,26,2026-08-02T15:38:15Z,2026-08-02T15:38:15Z,2026-08-02T18:45:30Z
W02_027,2112,1592,273,23,81,89,438,183,78,81,311,35,2026-08-02T13:56:07Z,2026-08-02T13:56:07Z,2026-08-02T17:27:30Z
W02_028,1704,1076,214,14,58,24,272,73,59,75,276,11,2026-08-02T11:40:44Z,2026-08-02T11:40:44Z,2026-08-02T15:51:58Z
W02_029,2585,1539,302,74,160,37,361,168,88,49,272,28,2026-08-02T17:14:23Z,2026-08-02T17:14:23Z,2026-08-02T19:14:20Z
W02_030,1287,822,177,37,87,22,186,83,39,40,143,8,2026-08-02T12:23:59Z,2026-08-02T12:23:59Z,2026-08-02T17:20:41Z
W02_031,1579,898,226,30,58,27,180,110,49,42,170,6,2026-08-02T15:00:58Z,2026-08-02T15:00:58Z,2026-08-02T19:48:31Z
W02_032,1966,1395,227,32,61,72,397,158,72,44,324,8,2026-08-02T16:31:07Z,2026-08-02T16:31:07Z,2026-08-02T21:47:49Z
W02_033,1862,1361,283,45,86,55,335,168,64,70,233,22,2026-08-02T10:25:21Z,2026-08-02T10:25:21Z,2026-08-02T16:38:10Z
W02_034,1206,901,192,18,86,37,189,102,44,77,149,7,2026-08-02T10:43:38Z,2026-08-02T10:43:38Z,2026-08-02T14:42:41Z
W02_035,1515,1180,251,25,79,27,276,112,91,53,256,10,2026-08-02T12:36:20Z,2026-08-02T12:36:20Z,2026-08-02T17:54:14Z
W02_036,1508,930,284,18,98,19,252,90,21,38,101,9,2026-08-02T12:29:38Z,2026-08-02T12:29:38Z,2026-08-02T15:43:44Z
W02_037,1383,1120,191,34,113,40,350,85,41,76,180,10,2026-08-02T11:28:31Z,2026-08-02T11:28:31Z,2026-08-02T16:12:12Z
W02_038,2633,1932,356,60,188,69,637,158,58,95,291,20,2026-08-02T14:17:54Z,2026-08-02T14:17:54Z,2026-08-02T17:49:22Z
W02_039,3098,2029,553,63,174,87,461,185,91,87,299,29,2026-08-02T17:14:25Z,2026-08-02T17:14:25Z,2026-08-02T20:37:08Z
W02_040,2098,1517,282,55,138,48,375,100,77,79,355,8,2026-08-02T15:32:38Z,2026-08-02T15:32:38Z,2026-08-02T18:24:34Z
W02_041,1853,1136,190,43,92,73,314,155,53,43,150,23,2026-08-02T16:54:50Z,2026-08-02T16:54:50Z,2026-08-02T21:25:35Z
W02_042,2927,2291,575,95,184,122,629,274,84,61,251,16,2026-08-02T13:56:14Z,2026-08-02T13:56:14Z,2026-08-02T19:12:33Z
W02_043,2831,2161,397,62,244,49,578,168,79,116,457,11,2026-08-02T15:03:40Z,2026-08-02T15:03:40Z,2026-08-02T19:00:17Z
